,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
Y0.8Ca0.2Ba2Cu3O6.86,-1.687681114386571,2.2894360363387705,-2.0366215317549052,-2.971859564074701,0.679431234870295,-0.6598881475866185,1.0559990874742196,-0.7033097243825779,1.6424065049965044,-0.2900254299651039,0.7401081916425214,-0.7160794055757603,0.09987909950034983,-1.0919789286964492,0.10310975745000087,0.10554963799970603,-0.273732298319026,-0.8000753286808914,0.4194953920500656,0.2782743849681572,-0.2183227800893552,0.1430162516874334,-0.1429688975358511
Y0.8Ca0.2Ba2Cu3O6.89,-1.5880633561807387,2.3484819079918537,-2.0458744209072286,-2.9943403126382466,0.6398759636203761,-0.7947516846777919,0.9238034833665798,-0.4858630251843995,1.570338213450547,-0.27088962375899367,0.7484223087585614,-0.7737449999953567,0.12482886780527,-1.085206279453879,0.0658090608229916,0.12005483468404322,-0.3134004777700063,-0.8247471266389803,0.4325756044739075,0.29338934107868364,-0.2180547731695138,0.16371247082260001,-0.13324082652799354
Y0.8Ca0.2Ba2Cu3O6.9,-1.5638950713141762,2.3715602383484056,-2.045286199034283,-3.0088964000358795,0.6434943792899686,-0.8473581819822273,0.8894892614583977,-0.3800730823217564,1.5527684671688495,-0.3028713353682792,0.7791851380391875,-0.747809859201571,0.12955681116632983,-1.219344181167817,0.13264247536885393,0.07473434712724028,-0.304022411470917,-0.777769196779031,0.4231921498831743,0.26987826612688687,-0.1845578964885113,0.1379475104022271,-0.16673488074915477
Y0.8Ca0.2Ba2Cu3O7,-1.2446103022564994,2.5691013221043413,-2.073495550363739,-3.0883205533708185,0.5277990425108083,-1.296955578251794,0.4661772573464582,0.3601894273487891,1.324834042059683,-0.2724627312067186,0.8289093072610002,-0.8951376052688164,0.20719271461449595,-1.3152886260130774,0.08208627602927124,0.07820564764553851,-0.4133407840457729,-0.813317765779376,0.45173024892475233,0.2948111221656733,-0.15373157696583523,0.1773758651305137,-0.1649982112844512
Y0.8Ca0.2Sr1.5Ba0.5Cu2.8Cr0.2O7,10.155194446448668,0.07268635999437412,-4.975257022511529,1.6464821215589143,-3.3522863360327984,1.378219826814997,-0.9796754348922697,-1.5345479103028894,1.8162021030312734,-0.3944667344055151,0.32285083251970265,-0.01736233866780702,0.6544081547989645,-0.7289277537430611,-1.8267671618305121,-0.06406772954059513,-1.0922919806919948,-0.3315331157419011,-0.5708510409301083,-1.2128441887444115,-0.27512981575490897,-0.44240432914508604,0.7280038668916115
Y0.8Ca0.2Sr1.6Ba0.4Cu2.7Ga0.3O7,9.17818915581414,0.5249138374228417,-3.7707392181795885,-3.815613142166611,-3.154525212243234,1.002975699784179,-0.31056057609221593,-0.5810676214322715,-0.5685355805038848,-1.0854018656201228,-0.8808090295058228,0.45789699126026717,0.3051642810420775,-0.28423786019375163,-0.4436661638887088,-0.32445465267721163,0.7863945265534542,0.5140722330243122,-0.1482264096627541,0.22619156562811285,0.032492317924752094,-0.14282419992619835,0.5944935062722978
Y0.8Ca0.2Sr1Ba1Cu2.7Ga0.3O7,8.759539798084395,-0.45359993282919125,-3.572409054303121,-3.832749604806536,-2.6206101699804765,1.6747675191479479,-0.115908112142831,-0.755571726294653,-1.192736144059677,-0.9378055386386958,-0.7802867800636083,0.2000017895035292,0.47945580192230747,-0.8850252501232049,-0.7650243633755709,-0.2622399290020265,0.6337102350008974,1.0346784047574682,-0.10518108884953592,-0.07227598520940105,-0.009870027589268337,-0.06648163437816608,0.25140397386222446
Y0.8Ca0.2Sr1Ba1Cu2.8B0.2O7,8.60249166448544,3.527954140790764,-5.645072700602537,-0.11534539001753003,-1.11375021137914,1.2803707387781789,3.2243086131253786,0.2735481588862588,-2.687370919677238,-1.0646668877743035,-0.8477631840898953,0.062234001407389175,-0.0546660820975852,-1.010106560583057,-1.712225834807777,1.0620987393691097,0.696073358639136,0.8256563834553514,-0.17572627327650353,0.31764300301658166,-1.5187983079628948,0.08840890392918052,1.507315502452054
Y0.8Ca0.2Sr1Ba1Cu2.9B0.1O7.3,8.626190096226317,3.5832397244245526,-6.113124901523374,-0.7205972504386182,-1.2929996502717755,-0.25793488686519817,1.9332963620309627,2.4474758070002567,-2.4707987567148026,-0.753186636090617,-0.6732858128846845,-0.3474292898947302,0.07143105622667632,-0.5477611638482437,-2.040424866619384,1.0588317595060182,0.2558229930009357,0.6902599282907442,-0.0016206665032672052,0.2865175233332416,-1.4535936187558216,0.27951868911188144,2.038192619219957
Y0.8Cd0.2Ba2Cu3O7,-0.7929339071952303,1.8851464591274472,-1.0767064580400025,-2.0863010983249417,1.7592429724291503,-1.18321604050353,-0.42013437020270855,1.5237795400258867,1.2412668672830456,-0.3026844469390146,-2.1125399208285653,0.12953979845539929,-0.1850058136402755,-0.0761258905096203,1.10383903801603,0.07767755991672731,-0.47042124036564714,0.4307345869623424,-0.38710355153624826,-0.21411382237131835,0.7034391537230896,-0.6045628341399057,-0.4224248949048915
Y0.8Gd0.2Ba2Cu3O7,-2.016641443597391,-1.392918211549482,-1.0788874242404187,0.10877323334196944,-0.2503619019473959,-0.9957469793662207,-0.8021178779187115,1.1468038982621767,-0.8873718824569649,-1.5242183961187319,-0.44118931938075867,0.8331803512264336,-0.19993001545138994,-0.34112190879725224,0.995538735837844,-0.27119550541516413,0.28204202582827803,-0.3222366196643248,0.0696180060257818,0.732523490455162,-0.011299854845369836,0.20802071284706858,-0.379931039614214
Y0.8La0.2Ba2Cu3O6.9,-2.3775124798401364,-0.8510537797708793,-1.2760345444487768,-0.4249112772972405,-0.4551024816382916,-0.5624242972568648,-0.8816840777690321,0.0373753022847689,-0.6137043163323684,-1.0816036811737422,0.23017920107722992,0.7189795045285777,-0.4633610659110063,0.1855076721721612,1.157412134635156,-0.21261306857191734,0.7974246354015578,0.16777772520363066,0.2168512455100231,0.5278609355729424,-0.0705787335731682,-0.264693690826142,0.003207399932691695
Y0.8Pr0.05Ca0.15Ba2Cu3O6.83,0.8576891490732602,-2.0743555668031757,-4.234901941143479,-1.177072364952919,-0.061985724943881236,0.3252553922301345,0.26376122922730716,-0.7420547276499156,1.6693962916850098,-1.3750037659621084,1.0966269986240185,0.07936627738946278,-0.18207378249337108,-1.0197646489381056,0.7648641092520363,-0.17299741394349516,-0.5897498496123168,-0.23185131942001588,0.8250407345867905,-0.10615736641068838,-0.008167392494499793,0.05590451714353399,0.43975393748329783
Y0.8Pr0.15Ca0.05Ba2Cu3O6.82,0.7460931269321377,-2.5627859413705125,-4.114239935876661,-0.7709002634650466,0.004895008785450024,0.6401602991201641,-0.005255837808073117,-1.0422647528041171,1.4139572229899355,-0.6415440470905229,0.9692008558932579,-0.1919600109112638,-0.12701946424683178,-1.1478974132285498,0.5390460610978207,0.10457934927567192,-0.4607879261234902,-0.19599568670213835,0.9031291418192066,-0.09830638082308858,0.18241022093544376,0.1597715653758124,0.3038872529281153
Y0.8Pr0.1Ca0.1Ba2Cu3O7,1.4027059478533208,-1.9572250468511572,-4.153816975703045,-1.1080177635146002,-0.313092403426137,-0.25735070565737933,-0.5900682684323645,0.3629170042202917,1.10852404976498,-0.9459536438301265,1.0659017293938216,-0.3389347121320116,0.009298831725880459,-1.1835429108206346,0.4626937055409656,-0.01839124843339063,-0.7742716188713353,-0.2863547786364687,0.9174482727727742,-0.04587236175658919,0.09557646821511405,0.17854696693619881,0.41137582550755825
Y0.8Pr0.2Ba1Sr1Cu3O6.9,3.463315367758628,-2.2933029260957096,-3.0630607829027077,-0.03979525755852972,-4.0270420476952,1.2024004594649194,-0.4062059544012481,-0.15346776726993186,0.22854254591247855,-2.030286115423972,-1.4325167831791152,0.7428778122035002,-0.15628459835782355,-0.6444977868395757,0.6686536741575844,0.1274860373247412,0.543438097897101,0.07956526399743521,-0.19425790511778554,-0.4195955691991515,0.15664276206852937,-0.26968078425113884,-0.3157700145101549
Y0.8Pr0.2Ba1Sr1Cu3O7,3.791138860415347,-2.1090542256971023,-3.108318959846095,-0.10697330656582557,-4.164819954502757,0.7652131337648407,-0.8532833581526482,0.5058044687373636,-0.01259924521972931,-1.9126721635533435,-1.4446341197055337,0.4836967390477448,-0.07176113474338297,-0.40880440113433497,0.43003247265874545,0.25278976386247226,0.3773316579207647,-0.09268701967161792,-0.12862188474746863,-0.3263269102615367,0.1056417141386805,-0.15000710263027633,-0.22097307913762676
Y0.8Pr0.2Ba2Cu2.7Fe0.3O7.1,4.290765123359227,-2.7332618812643283,-2.317568433626025,1.1294346902967336,0.17118452308487814,0.2944140271771352,-2.791479120144527,-0.5763366601758164,-2.1034606664525013,-0.6187992505470322,-0.5915704770977128,-0.5268542369866848,0.2889772923630444,0.5061078737983132,-0.7174430316284813,0.1589490149192206,-0.8974175173407335,-0.20083944402350332,-0.06744782806909022,0.44432341551034715,-0.3534562840200774,-0.23850761342313434,0.31083097953444877
Y0.8Pr0.2Ba2Cu3O6.5,-3.578516539689402,-2.7016604793586905,-1.2609436576966238,1.6826292695268716,-0.7469742314292092,1.5987464961437698,0.2512377518629761,-3.898145717537588,0.8869776182933164,-1.3838811011126715,0.14100734762256284,0.34888771772802646,-0.6113134930861789,1.1032327594612865,0.48138564705250936,0.592392114271147,0.15495521685739905,-0.6476528262863067,0.022417350150713524,0.22197956452369014,-0.38560353506447126,-0.15796583666768357,0.06875890220494003
Y0.8Pr0.2Ba2Cu3O6.6,-3.2297002079344246,-2.4828596748058414,-1.2892350181555323,1.5854857144438528,-0.8678047523256354,1.1035706395963518,-0.21170067172631232,-3.06251078536142,0.6305179316906835,-1.3780803291819375,0.21999189979756803,0.19079587306097662,-0.5250550122415243,0.9707595234386557,0.4316484044932933,0.5855261655836804,0.030833950910416838,-0.6630094202927593,0.058779106866899675,0.24042829657934334,-0.3533087564806433,-0.12765823187967448,0.04554021081950532
Y0.8Pr0.2Ba2Cu3O6.65,-3.0817174361887485,-2.365676218415602,-1.293971990293568,1.5191469198678405,-0.8830130038723432,0.8391627656421444,-0.4128751526978376,-2.5637126087191953,0.5228120865762897,-1.4763849734411065,0.33210823523920635,0.23397672433346695,-0.4926459910822886,0.5440514599842071,0.6188688145776416,0.44888063565796793,0.03029697709379865,-0.5255001821073715,0.039022476495041,0.17390235681256225,-0.24832138383697402,-0.19939753873810453,-0.062318023553652534
Y0.8Pr0.2Ba2Cu3O6.75,-2.7202831395117073,-2.161559174257137,-1.3335328595920026,1.4452019594903098,-1.045499745508224,0.380428456661329,-0.8811948866903191,-1.8505877754197895,0.26491694896329204,-1.3663528990145546,0.3293710785371089,-0.032719520959324136,-0.4024015516362038,0.779878362383109,0.36699712033152737,0.5744091242421495,-0.1466533790069191,-0.6930996799066045,0.1050750853507455,0.2680341401315726,-0.30378228352161696,-0.08351550138534596,0.01737632243858022
Y0.8Pr0.2Ba2Cu3O6.8,-2.5775792271763907,-2.047086943996171,-1.3389989111641325,1.3810197591765627,-1.0594544540338964,0.12367711134154963,-1.0728813375500441,-1.3680835732971786,0.16444989843169552,-1.463199924433053,0.43776401409823984,0.015291227922421552,-0.37253251179432617,0.3573127248739257,0.5573144321887316,0.43788660711608113,-0.14405733034030055,-0.5587245801671675,0.08231535184500015,0.20171664250518903,-0.19868771676572905,-0.15545801810452403,-0.08764561326158354
Y0.8Pr0.2Ba2Cu3O6.81,-2.5653490753072528,-2.018041231411574,-1.3334462383659362,1.355405338769797,-1.031870127708189,0.05844745210944462,-1.093656984257069,-1.211268126610039,0.1559718855014988,-1.5519199351927273,0.5100625955778794,0.10649818247728987,-0.37302716851735174,0.026170986031576804,0.7386686134304319,0.3199040083306399,-0.10269038313984359,-0.43202386600542586,0.05294098973844649,0.13683727527787054,-0.11726584682047655,-0.22889362102914135,-0.17507447242111915
Y0.8Pr0.2Ba2Cu3O6.82,-2.5383087236733797,-1.994809754038891,-1.3340667517079892,1.3416986607352663,-1.0322826405673593,0.0064097734238096355,-1.1301988198845327,-1.1109541565446983,0.13711018597699925,-1.5765096103434129,0.5354230012057494,0.12255468145025883,-0.36766787959174396,-0.07695221240519236,0.7878054668818051,0.2856908809329635,-0.09890628770380286,-0.39768432392016795,0.04635428906331398,0.1196471126003173,-0.09163679392741378,-0.24779348432995688,-0.20100997399109513
Y0.8Pr0.2Ba2Cu3O6.85,-2.390912997486129,-1.9512246974819765,-1.3636075463364417,1.3539860898141858,-1.158969098137389,-0.09043614373994151,-1.3103071786686238,-1.0635404410240605,0.034121592363922044,-1.3628396342279496,0.4010724135807565,-0.16598877424670075,-0.32540096598155543,0.6356656467424966,0.34271274296882964,0.5584840977965048,-0.25593148395028326,-0.7086574882913436,0.12866775910034378,0.28180901538284236,-0.26479546063383536,-0.06008289166016793,-0.0031701886901985424
Y0.8Pr0.2Ba2Cu3O6.91,-2.2240073547937382,-1.8159973815735377,-1.3706776895768824,1.2785982297602796,-1.174485571009303,-0.39251653746560056,-1.5327211696005605,-0.4970756836110878,-0.0806928989191992,-1.4783991524061937,0.5285493637305844,-0.10404774054076861,-0.2915868170272489,0.13020452508634683,0.5744186695200232,0.39417001280544567,-0.25009076333654356,-0.5491688139575762,0.09887912973236497,0.2020424529128009,-0.1382297330751894,-0.14693325072766886,-0.12743775704710147
Y0.8Pr0.2Ba2Cu3O6.95,-2.114506891283871,-1.726341529767768,-1.3753658226283696,1.2284984622133461,-1.1836378566424879,-0.5924247243663381,-1.67820721740001,-0.12166219274190934,-0.15518185563519973,-1.5570945271438148,0.6140948338832726,-0.059261671812951146,-0.2698318358042959,-0.21285801447342775,0.7337130354417996,0.28206299198150553,-0.24427949715027167,-0.44070802277520577,0.07761306424935711,0.1474298841307532,-0.052109308173699194,-0.2065612252360397,-0.211525506137289
Y0.8Pr0.2Ba2Cu3O6.96,-2.0821442896783653,-1.7060110776613273,-1.3786913420611353,1.2201499913368947,-1.1955806737993393,-0.6376377646957638,-1.7197943648932388,-0.047780580848552065,-0.17721719328408636,-1.5545397247200767,0.6191433412078147,-0.07395221278356273,-0.262430279958511,-0.2196081582583495,0.7278533342467283,0.2830310369529799,-0.255755020946236,-0.4456328006989717,0.08011054453368224,0.15028557294258663,-0.04988716490250297,-0.2025977769400446,-0.21119685158740448
Y0.8Pr0.2Ba2Cu3O6.965,-2.057472128261295,-1.6991659775603694,-1.3838850305650634,1.2227847986341083,-1.2175787137129543,-0.652715529511202,-1.7496379854365411,-0.0431312503067549,-0.19419821465120085,-1.5165632850708943,0.5948143272274233,-0.12432149366060816,-0.2553719402756829,-0.09249472778414783,0.6492435332598657,0.3314579516450813,-0.2830111901420432,-0.5009465944717074,0.09440983596525718,0.17900642508802725,-0.08070800682612288,-0.16940332942340822,-0.17584659140151376
Y0.8Pr0.2Ba2Cu3O6.98,-2.0134941548843726,-1.6670487694591558,-1.3870719368345465,1.2068177989948015,-1.2271703881293583,-0.7241639855049148,-1.8070297043003516,0.08382308245889354,-0.22393524508642262,-1.5316406879327618,0.6161342279785355,-0.1239777222415161,-0.24608627453256707,-0.16988118076413797,0.6796390957962898,0.30815316487987016,-0.28900806850266547,-0.4811355173880198,0.09132102214863826,0.16919940579577203,-0.06088129981173627,-0.17958343222149661,-0.19343654223893553
Y0.8Pr0.2Ba2Cu3O7,-1.9614214035848805,-1.6218774360005968,-1.3887208776365851,1.1805537132093036,-1.2279626794013152,-0.8246899764162093,-1.8763927406788818,0.27641848055622303,-0.2588294882564836,-1.5790173189747152,0.6643982143931523,-0.09126518769687267,-0.23631574718464288,-0.37007078142668176,0.7766612029901659,0.2413795994550508,-0.2808410715851999,-0.4154887413274584,0.07735724094252187,0.1358036937750845,-0.010661960867399298,-0.21640930453977714,-0.2429762257481455
Y0.8Pr0.2Ba2Cu3O7.1,-1.6027512743528454,-1.437614629786543,-1.4397057510099092,1.1322387999855634,-1.4231549953466436,-1.2320932650067198,-2.325681431308444,0.8418769519625892,-0.5002990613299444,-1.3751587521578603,0.5815111625969205,-0.4404088700735509,-0.1487834223106447,0.19565668921276294,0.3564515912828872,0.4822891173755009,-0.4959935470455261,-0.722628138152608,0.1621911161961968,0.2960864675577628,-0.14231488039914475,-0.02647222260490998,-0.06721095332040412
Y0.8Pr0.2Ba2Cu3O7.2,-1.3000492546707496,-1.2371519749672368,-1.4707432860064034,1.0465428701671335,-1.5229122471901357,-1.674624863071517,-2.7112373031907167,1.5776802101720926,-0.6988695442079281,-1.3847090804433833,0.6517147025615245,-0.5322674737483961,-0.08369772913286798,0.0018618855739707708,0.38260805712760343,0.44266306120085175,-0.5816785374656096,-0.7235847690255153,0.16746748114322962,0.29674461002878016,-0.08699957900186907,-0.019405483724116566,-0.09446353011493237
Y0.8Pr0.2Ba2Cu3O7.3,-0.9919690585982004,-1.0441432271727389,-1.5071110474081866,0.9721932251824851,-1.6423870400095721,-2.0987873311317555,-3.098806780761177,2.253214001665615,-0.8979796971109996,-1.3442919391670278,0.6824989852337052,-0.6761885950380528,-0.016730134513959702,-0.014820883766698812,0.3114033106068818,0.46676079438849977,-0.6926771638150443,-0.7975658322393617,0.1871837217730888,0.33373436859022565,-0.0740375397185555,0.02895334876840745,-0.07233900941930774
Y0.8Pr0.2Ba2Cu3O7.4,-0.6860176232319682,-0.8555042136123379,-1.5455665443766018,0.902949021029808,-1.7671076069901877,-2.5116568319759898,-3.480600029037381,2.8983118977473037,-1.0925754775266525,-1.2871875710273342,0.6983206001825061,-0.8334839133630694,0.049204042458369915,0.027400131671035482,0.21110300816590397,0.5112271386151228,-0.8096729844876518,-0.8965934863639362,0.20970796789109336,0.3823553685620674,-0.074575992045325,0.09040295636463505,-0.032812554596957554
Y0.8Pr0.2Ba2Cu3O7.5,-0.39634492364760127,-0.6655783518500838,-1.5801220004437635,0.8272768464715997,-1.8701112724495659,-2.926132428371918,-3.8417187446684977,3.5678703733564814,-1.2729097819472917,-1.2752560591886404,0.7445338686946806,-0.9319156213146688,0.10855690484858643,-0.0913159207735332,0.20895599543553073,0.4953557815394189,-0.896564918392877,-0.9315370913372023,0.21321899135538883,0.39664595549995857,-0.03488213205419308,0.1124213525540806,-0.03525167141529026
Y0.8Pr0.2Sr2Cu2.7Mo0.3O7,8.338479923837438,-0.015167217660027987,-2.360750880997486,8.17495641608459,-2.7282047741693414,-0.2373035901195635,-1.7261673343664328,-1.7113018165150793,0.548070786877282,-0.2986650817116518,0.2671525784830047,-0.3565933999363671,0.4914796140841589,0.24083255284844032,-0.35817195242045663,-0.6115457112434705,-0.47958628443221746,-0.411804651971317,-1.0174039823986234,-0.5283868632397939,-0.020481350418569997,-0.6825683297089833,0.1472909441666789
Y0.8Pr0.2Sr2Cu2.85Re0.15O7,8.471445604230835,-2.647258229150905,1.283480382580721,10.570331430864968,-0.16161778697388243,-2.018601368918749,-1.055954655330215,1.8721954473780373,6.530855275541942,-3.420861424798842,-1.5730914193223142,-0.244104598266648,0.5357267850269019,0.5775134274811727,-2.5209998050250086,0.33854808052997626,2.070894363842638,1.0474474925561972,-0.41893248370851754,1.585500647243462,0.6240479084060357,-0.13483179149550067,0.6114395209339432
Y0.8Sm0.2Ba2Cu3O7,-2.1458772421659926,-1.4538321811730586,-1.2448928899946627,-0.13324261035571833,-0.6068253099374175,-0.9226645194203421,-0.8753347786734468,0.8682719875389077,-0.9491091779216005,-1.49704272620918,-0.08668134291839263,0.4081020818798355,-0.1756705801100711,-0.009386897659596053,0.8179212648314718,-0.11914287319352972,0.35797164046095725,-0.4980312276021198,0.1838673251172676,0.6873304365774647,0.03784948190999434,0.17839044550885932,-0.30250581148183014
Y0.8Zn0.2Ba2Cu3O7,-0.6358390561058834,2.955679712395528,-1.5400056990469513,-2.2643668389318874,1.7948311014298224,-1.0646124818813893,-0.6994133075554414,0.8999790602556053,1.1775569489046664,0.40505784367008935,-1.9926240088157843,-0.160105112932703,-0.177964069225111,1.0167831742518068,-0.028856234187512757,0.5737951590128848,-0.8548480935140018,-0.11092028421033212,-0.24238802750757127,0.05424909223073623,-0.04153674495556373,-0.3773089115686482,0.12817539223496002
Y0.91Pr0.05Ca0.04Ba2Cu3O7,1.0736968073102706,-1.8944432402502567,-4.381972161496203,-1.0825522861604202,-0.028774986156005683,-0.5940249694806754,-0.7695435571846477,0.5031572561538509,1.182624423397549,-0.8929486842844251,1.0828122374269593,-0.36232859657110894,-0.053710619872957166,-1.3103941595841924,0.7228979279855919,-0.03265895196665198,-0.6654294389572321,-0.3383791456435204,1.0794307254904196,-0.041574609033881056,0.23558444365503659,0.2740766285453816,0.6335726070115383
Y0.925Ca0.075Ba2Cu3O6.68,-2.6143910860679727,1.6905824658563586,-2.248375483424669,-2.5502804230147804,1.267527707688623,-0.01897191242362316,1.4552187697213002,-2.0428248356624854,1.9892057932706293,0.17364396765775894,0.5987702937852852,-0.6216061209197398,-0.09656495181113192,-1.0697585391778546,0.3499623663853714,0.3028200476761647,0.17326620588250297,-0.8439815603363046,0.5558666791545994,0.25931040875875216,-0.014191911469535376,0.26325920099682515,-0.06185798609210981
Y0.925Ca0.075Ba2Cu3O6.93,-1.7993025063066412,2.207798800672513,-2.3087487299814504,-2.771373918099848,0.9837328231808937,-1.1842070850204238,0.38054742442471406,-0.07543198721918426,1.4042830380365283,0.18362735106889386,0.7804027783539229,-0.9438983459997483,0.10029839986370076,-1.4967397575770522,0.31486122435536956,0.24330988503301196,-0.09169565759359626,-0.8469072962040584,0.6157254949429054,0.2836322115712556,0.10540531199701832,0.3130776785183244,-0.12112891596493644
Y0.92Ca0.08Ba2Cu3O7,-1.55790686409439,2.355918708639459,-2.316896998847421,-2.8377115681239333,0.8825363889977718,-1.4859990466850912,0.10440933673529097,0.43441889381223026,1.2494806963713239,0.18588618812701604,0.8138841891351117,-1.0405438414785,0.1562288604394522,-1.5414838636503265,0.2649400918372933,0.24221675454236147,-0.1812260848577121,-0.8743821648220625,0.6258941065926453,0.3031130965854997,0.111741916238745,0.33388793749817475,-0.12177222163209084
Y0.92Ca0.08Sr2Cu2.5Fe0.5O6.92,9.080787013800121,5.235207028049217,-2.091710908138375,-2.1222483296378845,-0.6474949675544602,-1.501364419003648,-1.194675425733792,-3.0376030290780083,0.5010487613163477,0.6477749617722643,-1.779938336856542,-0.31085343047025593,0.5488972220162184,1.3607491875784834,-0.09360566944125916,-0.8281308372391475,0.5221131648286553,-1.5447940309902368,1.5856561027610157,-0.8236899413975858,0.3527613008960779,0.3278499502629275,0.16447147166443438
Y0.92Pr0.08Ba2Cu3O7,-2.1274329460296744,-1.3543380857633396,-1.9423658681637201,0.9148871645668994,-0.7411639632588466,-1.3969981432245093,-1.972289012361388,0.718543845409318,0.00724771250834688,-1.926285370000837,0.8838435750968413,0.08492039762175681,-0.40949546952652516,-0.44107703883413457,1.2742341843548677,0.17942619175585062,-0.07986498813746983,-0.6504866110551412,0.11360119467954675,0.16599597849729258,-0.017954938151703365,-0.20779240084976522,-0.1593497401602266
Y0.92Tb0.08Ba2Cu3O7,-2.0864667836600748,-1.2204422790731217,-1.4935692122018618,0.05445674198274107,0.15892629037545394,-1.5267848492323606,-0.9826596301727379,1.3279485070827262,-0.6039669941127459,-1.5899350299128692,-0.04657379998277856,0.7247799638451442,-0.3590539496075889,-0.15381028542384334,1.3089971378329592,-0.22822633874585524,0.5835743022629224,-0.5301976814100934,0.04435726657783186,0.9757343977581241,-0.05890970938937892,0.2501548960426451,-0.32016958505453624
Y0.93Pr0.05Ca0.02Ba2Cu3O7,0.9841513529751488,-1.9260367234056588,-4.432750340379565,-1.0432961285741558,0.05005660149130809,-0.6534102853181267,-0.8347377627830062,0.5315957257117057,1.1850297359862907,-0.8282711868937773,1.095527711848328,-0.37886612882399623,-0.06904281344686111,-1.387676399964386,0.7953406267462567,-0.023714538421679966,-0.618873080866209,-0.3261379487721011,1.1158853047782138,-0.05176517875084532,0.3025972208995865,0.29674884097478166,0.6502151345868884
Y0.94Ca0.06Ba2Cu3O6.97,-1.7160753678549874,2.2596671797935923,-2.3577460173147995,-2.7666040937694025,0.9721911049574685,-1.3904599147462662,0.15797953432080183,0.20529336002834928,1.3053183088639997,0.28222758836154843,0.7793747697998551,-1.0576313701543671,0.12475485144085023,-1.4524236129274495,0.2617613566057489,0.3038925487679464,-0.12521505604792466,-0.9106639426048623,0.663076338487666,0.31639600734802203,0.12931303068794572,0.37571029209363704,-0.07870744922628588
Y0.94Pr0.06Ba2Cu3O7,-2.174215623804127,-1.3044716887708983,-2.0413971905524777,0.8678973369967331,-0.6501746627468025,-1.51095129978725,-1.9933195385424987,0.7880741471514535,0.060731448097257223,-1.9798274404301226,0.9226802897160862,0.10159000565876271,-0.44154141605061165,-0.42821560873260134,1.354566319202882,0.17508579893474957,-0.052110092194167915,-0.7018992544404278,0.1274559273697956,0.17615345203085842,-0.021908537077762295,-0.19902224009302544,-0.1210746226654809
Y0.95Ca0.05Ba2Cu2.75Co0.25O7.06,4.186715235373338,0.16982961907250274,-3.4776996666389017,-0.024805624440830655,1.9194586099062554,-0.14106885117949192,-1.4151221678434038,-0.4239461644293015,-0.019764583861763926,1.0762168713482831,0.9528710110126091,-0.34791609245521715,0.7620644881008543,-1.6089257784529383,-0.914433426240277,-0.9471087848229759,-0.7346837041382065,-0.09873052425464025,0.22369816721198477,-0.17205965591178346,0.36510918117210817,0.06130830577982174,0.22430102486375286
Y0.95Ca0.05Ba2Cu2.85Co0.15O6.82,2.650699093546302,-0.2627064947777114,-3.9107191633326055,-0.1523690604585429,2.261613218672862,0.5708550780757892,-0.13187474662370086,-1.7835248341228904,1.077923054957132,0.6130254950939533,0.9339347246942042,0.2162883122670375,0.4661757528839317,-1.3824626001130083,-0.5133159842031317,-1.191427512425314,-0.5125834108246359,0.3638271567726014,0.29690315728546046,-0.39615066804636573,0.25329225686361667,-0.03621914417767527,0.5621138599759609
Y0.95Ca0.05Ba2Cu2.8Zn0.2O6.74,2.5635728034351093,0.9393387259440411,-3.1932943013952886,-3.5326484997764593,2.717023065839918,1.067700051662107,0.7537175898187805,-2.4110169122478617,1.2274149732973596,1.0447159644202542,-1.3284331056749845,-0.920037939694604,0.183116432388077,0.9388067275136212,-1.094051396394917,0.782184310414546,-1.0629505833353845,-0.524456421307904,0.5073442624192961,0.28980342595351793,0.4478657242580047,0.3093994533250026,0.8201577479094746
Y0.95Ca0.05Ba2Cu2.95Al0.05O6.88,1.4171866387690055,1.0404062751366525,-4.4358689083524165,-3.0079966353731624,1.8421200301434089,-0.2372156319935516,0.856036834289369,-1.1637793926349074,1.2696503934103724,1.2945161047538492,2.2386381448770427,0.09549284406870699,0.4113866481037012,-1.974333224338807,-0.3331509372571012,-1.184918425932582,-0.7540853870925147,0.20285148766171798,0.9369470712264224,0.19239550691876678,-0.15165726721399936,0.4566591918061633,1.0704557671061765
Y0.95Ca0.05Ba2Cu2.95Co0.05O6.75,1.5747275958332771,-0.3536638504480757,-4.468259195109154,-0.4236407590520209,2.3513769810265326,0.44664477833077865,0.40120813840315084,-2.076795595980625,1.854517709918757,0.3857084882511583,0.8692373671669172,0.25185408566478173,0.2817270944800533,-0.44493241105051623,-0.5904050361568094,-1.1370624980969746,-0.6218649115530038,0.42916753762224713,0.5076753020850088,-0.41668669504414113,0.008243989918971432,0.1425572720529339,1.2418844663953368
Y0.95Ca0.05Ba2Cu2.95Co0.05O6.84,1.8594555135719022,-0.16341757179869063,-4.48742825851716,-0.5115210984816426,2.263442700764752,0.017602842593577445,0.024498581752006823,-1.3360611661201578,1.6517507456279694,0.35218435287692734,0.9607851555044414,0.1767235774514858,0.3489868136119368,-0.7192651134942503,-0.5315433150919547,-1.2043602127963007,-0.6984249502501362,0.477786433680107,0.5158314241011319,-0.43460031938397137,0.08044521019219307,0.13057457104822734,1.1885664211062665
