,material,critical_temp
895,Nd1Ba1.6Sr0.4Cu3O6.721,78.5
896,Nd1Ba1.6Sr0.4Cu3O6.94,86.0
897,Nd1Ba1.8Ca0.2Cu3O6.866,73.0
898,Nd1Ba1.8Sr0.2Cu3O6.927,82.0
899,Nd1Ba1.8Sr0.2Cu3O6.96,91.1
900,Nd1Ba1Ca1Cu3O7,43.0
901,Nd1Ba1Sr0.2Ca0.8Cu3O7,51.0
902,Nd1Ba1Sr0.4Ca0.6Cu3O7,63.0
903,Nd1Ba1Sr0.6Ca0.4Cu3O7,66.0
904,Nd1Ba1Sr0.85Ca0.15Cu3O7,69.0
905,Nd1Ba1Sr0.8Ca0.2Cu3O7,69.0
906,Nd1Ba1Sr0.95Ca0.05Cu3O7,67.0
907,Nd1Ba1Sr0.9Ca0.1Cu3O7,70.0
908,Nd1Ba1Sr1Cu3O6.92,64.0
909,Nd1Ba1Sr1Cu3O6.94,74.0
910,Nd1Ba1Sr1Cu3O7.02,49.9
911,Nd1Ba2Cu2.55Ni0.45O7,46.0
912,Nd1Ba2Cu2.775Fe0.225O7,46.0
913,Nd1Ba2Cu2.775Ni0.225O7,72.0
914,Nd1Ba2Cu2.7Fe0.3O7,24.0
915,Nd1Ba2Cu2.7Ni0.3O7,62.0
916,Nd1Ba2Cu2.85Fe0.15O7,57.0
917,Nd1Ba2Cu2.85Ga0.15O6.62,23.0
918,Nd1Ba2Cu2.85Ni0.15O7,75.0
919,Nd1Ba2Cu2.91Ga0.09O7,50.1
920,Nd1Ba2Cu2.925Fe0.075O7,66.0
921,Nd1Ba2Cu2.925Ni0.075O7,80.0
922,Nd1Ba2Cu2.92Zn0.08O7,36.6
923,Nd1Ba2Cu2.94Zn0.06O7,64.1
924,Nd1Ba2Cu2.95Ga0.05O6.59,53.0
925,Nd1Ba2Cu2.96Zn0.04O7,72.7
926,Nd1Ba2Cu2.97Ga0.03O7,70.5
927,Nd1Ba2Cu2.98Zn0.02O7,85.75
928,Nd1Ba2Cu2.99Ga0.01O7,81.2
929,Nd1Ba2Cu2.99Zn0.01O7,94.5
930,Nd1Ba2Cu2.9Ga0.1O6.61,38.0
931,Nd1Ba2Cu2.9Zn0.1O7,25.0
932,Nd1Ba2Cu3O6.6,14.0
933,Nd1Ba2Cu3O6.65,34.3
934,Nd1Ba2Cu3O6.67,29.0
935,Nd1Ba2Cu3O6.75,52.8
936,Nd1Ba2Cu3O6.76,94.0
937,Nd1Ba2Cu3O6.78,63.0
938,Nd1Ba2Cu3O6.81,91.7
939,Nd1Ba2Cu3O6.82,95.0
940,Nd1Ba2Cu3O6.84,93.0
941,Nd1Ba2Cu3O6.85,67.4
942,Nd1Ba2Cu3O6.86,78.6
943,Nd1Ba2Cu3O6.93,91.5
944,Nd1Ba2Cu3O6.94,90.0
945,Nd1Ba2Cu3O6.95,89.0
946,Nd1Ba2Cu3O6.98,91.0
947,Nd1Ba2Cu3O7,91.62035714285716
948,Nd1Ba2Cu3O7.04,82.5
949,Nd1Ba2Cu3O7.16,95.3
950,Nd1Ba2Cu3S1O6,69.0
951,Pb0.5Ca1Sr2Y0.5Cu2O6.93,30.0
952,Pb0.5Ca1Sr2Y0.5Cu2O6.95,50.0
953,Pb0.5Ca1Sr2Y0.5Cu2O6.97,55.0
954,Pb0.5Ca1Sr2Y0.5Cu2O7,62.0
955,Pb0.5Cd0.5Sr1.5Ba0.5Ca0.5Y0.5Cu2O7,49.0
956,Pb0.5Cd0.5Sr1.6Ba0.4Ca0.5Y0.5Cu2O7,36.0
957,Pb0.5Cd0.5Sr2Ca0.5Y0.5Cu2O7,65.0
958,Pb0.5Cd0.5Sr2Tb0.5Ca0.5Cu2O7,19.0
959,Pb0.5Cd0.5Sr2Tb0.6Ca0.4Cu2O7,19.0
960,Pb0.5Cd0.5Sr2Y0.5Ca0.5Cu2O7,52.0
961,Pb0.5Cu0.5Sr2Y0.5Ca0.5Cu2O7,31.0
962,Pb0.5Sr1.8Ba0.2Y0.85Ca0.15Cu2.5O6.98,25.0
963,Pb0.5Sr2.5Y0.5Ca0.5Cu2O7,75.0
964,Pb0.5Sr2Ca0.5Dy0.5Cu2.5O7,65.9
965,Pb0.5Sr2Ca0.5Er0.5Cu2.5O7,70.0
966,Pb0.5Sr2Ca0.5Eu0.5Cu2.5O7,60.0
967,Pb0.5Sr2Ca0.5Gd0.5Cu2.5O7,60.0
968,Pb0.5Sr2Ca0.5Ho0.5Cu2.5O7,67.9
969,Pb0.5Sr2Ca0.5Nd0.5Cu2.5O7,60.0
970,Pb0.5Sr2Ca0.5Sm0.5Cu2.5O7,62.0
971,Pb0.5Sr2Ca0.5Tm0.5Cu2.5O7,72.0
972,Pb0.5Sr2Ca0.5Y0.5Cu2.5O7,65.0
973,Pb0.5Sr2Ca1Cu2.5O6.8,115.0
974,Pb0.5Sr2Y0.6Ca0.4Cu2.5O6.97,67.0
975,Pb0.75Sr2Ca0.5Y0.5Cu2.25O7,45.0
976,Pb0.7Hg0.3Sr2Nd0.3Ca0.7Cu2O6.6,90.0
977,Pb0.7Sr2Ca0.5Y0.5Cu2.3O7,40.0
978,Pb2Cu0.9La1.1Cu2O7.42,18.1
979,Pb2Sr0.9La1.1Cu2O6.65,30.3
980,Pr0.2Ca0.8Ba1La1Cu3O7.1,33.5
981,Pr0.4Ca0.6Ba2Cu3O7,54.0
982,Pr0.5Ca0.5Ba2Cu3O7,66.6
983,Pr0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7,30.0
984,Pr0.5Y0.5Ba2Cu3O7,22.0
985,Pr0.6Ca0.4Ba2Cu3O7,28.25
986,Pr0.85Ca0.15Sr2Cu2.7Mo0.3O7,16.0
987,Pr0.85Sr2.15Cu2.7Mo0.3O7,17.0
988,Pr0.8Sr2.2Cu2.7Mo0.3O7,21.0
989,Pr0.95Ca0.05Sr2Cu2.7Mo0.3O7,17.0
990,Pr0.95Sr2.05Cu2.7Mo0.3O7,13.0
991,Pr0.9Ca0.1Sr2Cu2.7Mo0.3O7,17.0
992,Pr0.9Sr2.1Cu2.7Mo0.3O7,17.0
993,Pr1Ba2Cu3O6.6,60.0
994,Pr1Ba2Cu3O6.8,81.0
995,Pr1Ba2Cu3O7,91.0
996,Sm0.2Pr0.3Ca0.5Ba2Cu3O7,98.0
997,Sm0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7,77.0
998,Sm0.5Eu0.5Ba2Cu3O7,95.0
999,Sm0.7Pr0.3Ba2Cu3O6.65,10.6
1000,Sm0.7Pr0.3Ba2Cu3O6.75,6.6
1001,Sm0.7Pr0.3Ba2Cu3O6.8,5.0
1002,Sm0.7Pr0.3Ba2Cu3O6.85,4.4
1003,Sm0.7Pr0.3Ba2Cu3O6.95,17.5
1004,Sm0.8Ca0.2Ba2Cu2.8Zn0.2O6.87,45.0
1005,Sm0.8Pr0.2Ba2Cu3O6.65,21.0
1006,Sm0.8Pr0.2Ba2Cu3O6.7,25.6
1007,Sm0.8Pr0.2Ba2Cu3O6.75,23.4
1008,Sm0.8Pr0.2Ba2Cu3O6.85,26.0
1009,Sm0.8Pr0.2Ba2Cu3O6.95,39.65
1010,Sm0.8Pr0.2Ba2Cu3O7,51.0
1011,Sm0.9Ca0.1Ba2Cu2.8Zn0.2O6.85,42.0
1012,Sm0.9Pr0.1Ba2Cu3O6.55,12.2
1013,Sm0.9Pr0.1Ba2Cu3O6.65,30.6
1014,Sm0.9Pr0.1Ba2Cu3O6.75,36.3
1015,Sm0.9Pr0.1Ba2Cu3O6.85,42.2
1016,Sm0.9Pr0.1Ba2Cu3O6.95,61.6
1017,Sm1.05Ba1.95Cu3O6.87,89.75
1018,Sm1.05Ba1.95Cu3O6.99,88.5
1019,Sm1.15Ba1.85Cu3O6.95,77.3
1020,Sm1.15Ba1.85Cu3O7,83.0
1021,Sm1.1Ba1.9Cu3O7,73.0
1022,Sm1.1Ba1.9Cu3O7.05,78.5
1023,Sm1.27Ba1.73Cu3O7.05,50.05
1024,Sm1.28Ba1.72Cu3O7.03,43.6
1025,Sm1.2Ba1.8Cu3O6.965,47.0
1026,Sm1.2Ba1.8Cu3O7.01,56.5
1027,Sm1.2Ba1.8Cu3O7.09,38.0
1028,Sm1.35Ba1.65Cu3O7,8.5
1029,Sm1.35Ba1.65Cu3O7.07,26.2
1030,Sm1.39Ba1.61Cu3O7.07,31.8
1031,Sm1Ba1.5Sr0.5Cu3O7,70.7
1032,Sm1Ba1.85Pr0.15Cu3O7.02,35.0
1033,Sm1Ba1.8Pr0.2Cu3O7.04,26.5
1034,Sm1Ba1.9Pr0.1Cu3O6.99,56.4
1035,Sm1Ba1Sr1Cu3O6.94,80.0
1036,Sm1Ba2Cu2.7Fe0.3O7,23.0
1037,Sm1Ba2Cu2.7Ni0.3O6.97,24.0
1038,Sm1Ba2Cu2.85Zn0.15O7,31.8
1039,Sm1Ba2Cu2.8Fe0.2O6.96,47.0
1040,Sm1Ba2Cu2.8Ni0.2O7,50.0
1041,Sm1Ba2Cu2.92Fe0.08O7,68.0
1042,Sm1Ba2Cu2.92Zn0.08O6.85,49.0
1043,Sm1Ba2Cu2.92Zn0.08O7,52.1
1044,Sm1Ba2Cu2.94Fe0.06O7,71.0
1045,Sm1Ba2Cu2.94Ni0.06O7,76.0
1046,Sm1Ba2Cu2.94Zn0.06O6.85,59.0
1047,Sm1Ba2Cu2.94Zn0.06O7,65.6
1048,Sm1Ba2Cu2.96Fe0.04O6.81,78.0
1049,Sm1Ba2Cu2.96Zn0.04O6.83,70.0
1050,Sm1Ba2Cu2.96Zn0.04O7,74.5
1051,Sm1Ba2Cu2.98Fe0.02O6.76,84.0
1052,Sm1Ba2Cu2.98Ni0.02O7,83.0
1053,Sm1Ba2Cu2.98Zn0.02O6.82,81.0
1054,Sm1Ba2Cu2.98Zn0.02O7,86.3
1055,Sm1Ba2Cu2.99Zn0.01O7,91.3
1056,Sm1Ba2Cu2.9Fe0.1O6.89,66.0
1057,Sm1Ba2Cu2.9Ni0.1O7,72.0
1058,Sm1Ba2Cu2.9Zn0.1O6.83,29.0
1059,Sm1Ba2Cu2.9Zn0.1O7,43.6
1060,Sm1Ba2Cu3O6.55,12.8
1061,Sm1Ba2Cu3O6.554,44.7
1062,Sm1Ba2Cu3O6.62,34.2
1063,Sm1Ba2Cu3O6.65,32.8
1064,Sm1Ba2Cu3O6.709,59.8
1065,Sm1Ba2Cu3O6.73,44.95
1066,Sm1Ba2Cu3O6.734,67.6
1067,Sm1Ba2Cu3O6.75,38.4
1068,Sm1Ba2Cu3O6.773,87.8
1069,Sm1Ba2Cu3O6.813,83.6
1070,Sm1Ba2Cu3O6.82,74.6
1071,Sm1Ba2Cu3O6.85,79.3
1072,Sm1Ba2Cu3O6.858,90.0
1073,Sm1Ba2Cu3O6.86,91.0
1074,Sm1Ba2Cu3O6.878,91.1
1075,Sm1Ba2Cu3O6.89,90.0
1076,Sm1Ba2Cu3O6.9,87.0
1077,Sm1Ba2Cu3O6.92,90.0
1078,Sm1Ba2Cu3O6.927,88.1
1079,Sm1Ba2Cu3O6.941,90.7
1080,Sm1Ba2Cu3O6.944,94.0
1081,Sm1Ba2Cu3O6.95,88.13333333333333
1082,Sm1Ba2Cu3O6.99,90.7
1083,Sm1Ba2Cu3O7,80.35
1084,Sm1Ba2Cu3O7.01,87.0
1085,Sm1Ba2Cu3O7.11,93.5
1086,Sr0.7Ba1.3Y1Cu2.8Al0.2O7.03,12.0
1087,Sr0.7Ba1.3Y1Cu2.8Al0.2O7.11,20.0
1088,Sr1.2Ba0.8Y1Cu2.8Al0.2O7.19,16.0
1089,Sr1.5Ba0.5Y1Cu2.8Ga0.2O6.96,32.0
1090,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7,38.0
1091,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7.1,50.0
1092,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7.14,56.0
1093,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7.2,61.0
1094,Sr1.5Ba0.5Y1Cu2.8Ge0.2O7,25.0
1095,Sr1.5Ba0.5Y1Cu2.8Mo0.2O7.03,26.0
1096,Sr1.5Ba0.5Y1Cu2.8Ti0.2O7,35.0
1097,Sr1.5Ba0.5Y1Cu2.8Ti0.2O7.08,52.0
1098,Sr1.5Ba0.5Y1Cu2.8Ti0.2O7.2,78.0
1099,Sr1Ba1Y1Cu2.8Al0.2O7.15,20.0
1100,Sr2Ca1Cu2.8O7.5,83.0
1101,Sr2Tm1Cu3O7.2,62.0
1102,Sr2Tm1Cu3O7.28,56.0
1103,Sr2Tm1Cu3O7.48,58.5
1104,Sr2Y0.7Ca0.3Cu2.35Pb0.65O6.89,17.0
1105,Sr2Y1Cu3O7.45,62.0
1106,Tb1Sr2Cu2.69Mo0.31O7,34.5
1107,Tb1Sr2Cu2.7Mo0.3O7,54.9
1108,Tb1Sr2Cu2.7Mo0.3O7.15,37.0
1109,Tl0.3Sr1.6Yb0.4Ca1Cu2.3O7,87.5
1110,Tl0.4Sr1.6Yb0.4Ca1Cu2.4O7,63.5
1111,Tl0.4Sr1.8Yb0.2Ca1Cu2.6O7,72.9
1112,Tl0.5Pb0.5Ca1Sr2Cu2O7,84.5
1113,Tl0.5Pb0.5Sr1.84Nd0.16Ca1Cu2O7,102.0
1114,Tl0.5Pb0.5Sr1.8Yb0.2Ca0.2Mg0.8Cu2O7,75.2
1115,Tl0.5Pb0.5Sr1.8Yb0.2Ca0.4Mg0.6Cu2O7,102.75
1116,Tl0.5Pb0.5Sr1.8Yb0.2Ca0.6Mg0.4Cu2O7,101.1
1117,Tl0.5Pb0.5Sr1.8Yb0.2Ca0.8Mg0.2Cu2O7,96.8
1118,Tl0.5Pb0.5Sr1.8Yb0.2Ca1Cu2O7,98.45
1119,Tl0.5Pb0.5Sr1.8Yb0.2Mg1Cu2O7,64.95
1120,Tl0.5Pb0.5Sr2Ca0.65Y0.35Cu2O7,92.0
1121,Tl0.5Pb0.5Sr2Ca0.8Y0.2Cu2O7,105.2
1122,Tl0.5Pb0.5Sr2Ca0.9Y0.1Cu2O7,99.3
1123,Tl0.5Pb0.5Sr2Ca1Cu2O7,81.8
1124,Tl0.5Sr1.6Yb0.4Ca1Cu2.5O7,64.0
1125,Tl0.5Sr1.8Yb0.2Ca1Cu2.5O7,76.15
1126,Tl0.6Sr1.8Yb0.2Ca1Cu2.4O7,85.05
1127,Tl0.75Pb0.25Ca1Sr2Cu2O7,80.0
1128,Tl0.7Pb0.3Ca1Sr2Cu2O7,31.0
1129,Tl0.7Sr1.8Yb0.2Ca1Cu2.3O7,79.5
1130,Tl0.85Cr0.15Sr2Ca1Cu2O7,100.4
1131,Tl0.8Mo0.2Sr2Ca1Cu2O7,50.0
1132,Tl0.8Sr1.8Yb0.2Ca1Cu2.2O7,78.35
1133,Tl0.9Sr1.6Yb0.4Ca1Cu2.1O7,78.0
1134,Tl0.9Sr1.8Yb0.2Ca1Cu2.1O7,68.55
1135,Tl1.2Sr2Ca0.8Cu2O6.862,60.0
1136,Tl1Ba1Sr1Ca1Cu2O7,48.0
1137,Tl1Ba2Ca0.5Nd0.5Cu2O6.86,40.0
1138,Tl1Ba2Ca0.65Y0.35Cu2O7,102.0
1139,Tl1Ba2Ca0.6Y0.4Cu2O7,95.8
1140,Tl1Ba2Ca0.7Gd0.3Cu2O7,81.25
1141,Tl1Ba2Ca0.7Nd0.3Cu2O7,95.5
1142,Tl1Ba2Ca0.8Gd0.2Cu2O7,93.6
1143,Tl1Ba2Ca0.8Nd0.2Cu2O6.86,100.0
1144,Tl1Ba2Ca0.8Nd0.2Cu2O7,96.3
1145,Tl1Ba2Ca0.8Y0.2Cu2O7,97.6
1146,Tl1Ba2Ca0.9Gd0.1Cu2O7,91.8
1147,Tl1Ba2Ca0.9Nd0.1Cu2O7,90.8
1148,Tl1Ba2Ca0.9Y0.1Cu2O7,86.1
1149,Tl1Ba2Ca1Cu2O7,86.65
1150,Tl1Sr1.3Nd0.7Ca1Cu2O7,81.0
1151,Tl1Sr1.55Ce0.45Ca1Cu2O7,19.4
1152,Tl1Sr1.5Ca0.5Yb1Cu2O7,55.0
1153,Tl1Sr1.5Ce0.5Ca1Cu2O7,5.0
1154,Tl1Sr1.5Dy0.5Ca1Cu2O7,80.0
1155,Tl1Sr1.5Er0.5Ca1Cu2O7,78.0
1156,Tl1Sr1.5Eu0.5Ca1Cu2O7,88.0
1157,Tl1Sr1.5Gd0.5Ca1Cu2O7,79.0
1158,Tl1Sr1.5Ho0.5Ca1Cu2O7,80.0
1159,Tl1Sr1.5La0.5Ca1Cu2O7,90.0
1160,Tl1Sr1.5Lu0.5Ca1Cu2O7,82.0
1161,Tl1Sr1.5Nd0.5Ca1Cu2O7,88.0
1162,Tl1Sr1.5Pr0.5Ca1Cu2O7,88.0
1163,Tl1Sr1.5Sm0.5Ca1Cu2O7,86.0
1164,Tl1Sr1.5Tb0.5Ca1Cu2O7,80.0
1165,Tl1Sr1.5Tm0.5Ca1Cu2O7,84.0
1166,Tl1Sr1.5Yb0.5Ca1Cu2O7,84.0
1167,Tl1Sr1.65Ce0.35Ca1Cu2O7,59.3
1168,Tl1Sr1.6Ce0.4Ca1Cu2O7,38.9
1169,Tl1Sr1.6Yb0.4Ca1Cu2O7,87.0
1170,Tl1Sr1.75Ce0.25Ca1Cu2O7,46.3
1171,Tl1Sr1.7Ca0.3Yb1Cu2O7,55.0
1172,Tl1Sr1.7Ce0.3Ca1Cu2O7,57.1
1173,Tl1Sr1.8Ca0.2Yb1Cu2O7,45.0
1174,Tl1Sr1.8Ce0.2Ca1Cu2O7,35.0
1175,Tl1Sr1.8Yb0.2Ca1Cu2O7,64.75
1176,Tl1Sr2Ca0.1Y0.9Cu2O6.97,87.0
1177,Tl1Sr2Ca0.2Pr0.8Cu2O7,38.0
1178,Tl1Sr2Ca0.2Y0.8Cu2O6.97,93.0
1179,Tl1Sr2Ca0.3Y0.7Cu2O6.97,92.0
1180,Tl1Sr2Ca0.4Gd0.6Cu2O7,60.0
1181,Tl1Sr2Ca0.4Pr0.6Cu2O7,74.0
1182,Tl1Sr2Ca0.4Tb0.6Cu2O7,62.0
1183,Tl1Sr2Ca0.4Y0.6Cu2O6.93,92.0
1184,Tl1Sr2Ca0.4Y0.6Cu2O7,35.0
1185,Tl1Sr2Ca0.5Sm0.5Cu2O6.75,37.6
1186,Tl1Sr2Ca0.5Y0.5Cu2O6.89,92.0
1187,Tl1Sr2Ca0.65Ce0.35Cu2O7,60.0
1188,Tl1Sr2Ca0.6Ce0.4Cu2O7,35.0
1189,Tl1Sr2Ca0.6Gd0.4Cu2O7,65.0
1190,Tl1Sr2Ca0.6Pr0.4Cu2O7,70.0
1191,Tl1Sr2Ca0.6Y0.4Cu2O6.86,87.0
1192,Tl1Sr2Ca0.6Y0.4Cu2O7,68.0
1193,Tl1Sr2Ca0.7Ce0.3Cu2O7,51.5
1194,Tl1Sr2Ca0.7Y0.3Cu2O6.84,87.0
1195,Tl1Sr2Ca0.8Ce0.2Cu2O7,29.4
1196,Tl1Sr2Ca0.8Pr0.2Cu2O7,58.0
1197,Tl1Sr2Ca0.8Y0.2Cu2O6.82,85.0
1198,Tl1Sr2Ca0.8Y0.2Cu2O7,52.75
1199,Tl1Sr2Ca1Cu2O6.52,23.0
1200,Tl1Sr2Ca1Cu2O6.58,43.0
1201,Tl1Sr2Ca1Cu2O6.61,52.0
1202,Tl1Sr2Ca1Cu2O6.68,75.0
1203,Tl1Sr2Ca1Cu2O6.74,43.0
1204,Tl1Sr2Ca1Cu2O6.75,37.0
1205,Tl1Sr2Ca1Cu2O6.76,21.0
1206,Tl1Sr2Ca1Cu2O6.8,68.0
1207,Tl1Sr2Ca1Cu2O6.825,40.0
1208,Tl1Sr2Ca1Cu2O6.837,31.5
1209,Tl1Sr2Ca1Cu2O6.85,24.0
1210,Tl1Sr2Ca1Cu2O6.862,15.2
1211,Tl1Sr2Ca1Cu2O7,59.4
1212,Tl1Sr2Sr0.5Dy0.5Cu2O7,82.0
1213,Tl1Sr2Sr0.5Er0.5Cu2O7,83.5
1214,Tl1Sr2Sr0.5Eu0.5Cu2O7,71.0
1215,Tl1Sr2Sr0.5Gd0.5Cu2O7,83.5
1216,Tl1Sr2Sr0.5Ho0.5Cu2O7,83.5
1217,Tl1Sr2Sr0.5La0.5Cu2O7,90.0
1218,Tl1Sr2Sr0.5Nd0.5Cu2O7,86.0
1219,Tl1Sr2Sr0.5Pr0.5Cu2O7,84.5
1220,Tl1Sr2Sr0.5Sm0.5Cu2O7,75.0
1221,Tl1Sr2Sr0.5Tb0.5Cu2O7,82.5
1222,Tl1Sr2Sr0.5Tm0.5Cu2O7,84.5
1223,Tl1Sr2Sr0.5Y0.5Cu2O7,83.5
1224,Tl1Sr2Sr0.5Yb0.5Cu2O7,81.5
1225,Tm0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7,79.0
1226,Tm0.5Pr0.5Ba2Cu3O6.64,36.0
1227,Tm0.5Pr0.5Ba2Cu3O6.95,28.9
1228,Tm0.6Pr0.4Ba2Cu3O6.95,50.3
1229,Tm0.7Pr0.3Ba2Cu3O6.95,64.1
1230,Tm0.8Pr0.2Ba2Cu3O6.95,77.9
1231,Tm0.8Pr0.2Ba2Cu3O7,81.35
1232,Tm0.9Ca0.1Ba2Cu3O7,86.0
1233,Tm0.9Pr0.1Ba2Cu3O6.95,87.9
1234,Tm1Ba1Sr1Cu3O6.94,70.0
1235,Tm1Ba2Cu2.55Fe0.45O7,55.0
1236,Tm1Ba2Cu2.55Ni0.45O7,80.0
1237,Tm1Ba2Cu2.775Ni0.225O7,82.0
1238,Tm1Ba2Cu2.7Fe0.3O7,77.0
1239,Tm1Ba2Cu2.7Ni0.3O7,80.0
1240,Tm1Ba2Cu2.85Fe0.15O7,86.0
1241,Tm1Ba2Cu2.85Ni0.15O7,84.0
1242,Tm1Ba2Cu2.925Fe0.075O7,89.0
1243,Tm1Ba2Cu2.925Ni0.075O7,86.0
1244,Tm1Ba2Cu3O6.65,92.5
1245,Tm1Ba2Cu3O6.71,78.0
1246,Tm1Ba2Cu3O6.72,64.5
1247,Tm1Ba2Cu3O6.8,79.8
1248,Tm1Ba2Cu3O6.86,87.2
1249,Tm1Ba2Cu3O6.87,83.6
1250,Tm1Ba2Cu3O6.91,90.36
1251,Tm1Ba2Cu3O6.94,89.88
1252,Tm1Ba2Cu3O6.95,89.465
1253,Tm1Ba2Cu3O6.96,89.88
1254,Tm1Ba2Cu3O6.99,89.8
1255,Tm1Ba2Cu3O7,91.2
1256,Y0.14Tm0.85Ba2Cu3O7,91.0
1257,Y0.1La0.9Ba2Cu3O7.05,79.0
1258,Y0.25Cd0.75Ba2Cu3O7,53.2
1259,Y0.25Pr0.75Sr2Cu2.8Re0.2O7,14.0
1260,Y0.2Ca0.4Pr0.4Ba2Cu3O7,36.5
1261,Y0.2Eu0.8Ba2Cu3O7,93.8
1262,Y0.2Gd0.8Ba2Cu3O7,92.0
1263,Y0.2La0.8Ba2Cu3O7,81.0
1264,Y0.2Pr0.3Ca0.5Ba2Cu3O7,105.0
1265,Y0.2Yb0.8Ba2Cu3O6.91,91.4
1266,Y0.35Pr0.65Ba1Sr1Cu3O6.9,20.3
1267,Y0.35Pr0.65Ba1Sr1Cu3O7,17.9
1268,Y0.38Ba1.74La0.88Cu3O6.95,25.0
1269,Y0.3Cd0.7Ba2Cu3O7,87.0
1270,Y0.3La0.7Ba2Cu3O6.98,82.0
1271,Y0.3Pr0.7Ba1Sr1Cu3O6.95,14.0
1272,Y0.3Pr0.7Sr2Cu2.7Mo0.3O7,12.2
1273,Y0.3Pr0.7Sr2Cu2.85Re0.15O7,15.8
1274,Y0.4375La0.2625Pr0.3Ba2Cu3O7,28.9
1275,Y0.44Pr0.56Ba2Cu3O6.93,2.1
1276,Y0.44Pr0.56Ba2Cu3O7,11.0
1277,Y0.45Pr0.55Ba2Cu3O6.953,14.4
1278,Y0.45Pr0.55Ba2Cu3O6.98,10.1
1279,Y0.47Pr0.53Ba2Cu3O6.96,13.5
1280,Y0.47Pr0.53Ba2Cu3O7,8.0
1281,Y0.4Ca0.3Pr0.3Ba2Cu3O7.02,53.6
1282,Y0.4Ca0.6Ba1.1La0.9Cu3O7.12,82.0
1283,Y0.4Ca0.6Ba1.2La0.8Cu3O7.07,82.0
1284,Y0.4Cd0.6Ba2Cu3O7,91.7
1285,Y0.4Gd0.6Ba2Cu3O7,92.0
1286,Y0.4La0.6Ba2Cu3O6.99,85.0
1287,Y0.4Pr0.6Ba0.75Sr1.25Cu3O6.92,23.0
1288,Y0.4Pr0.6Ba1.25Sr0.75Cu3O6.92,17.0
1289,Y0.4Pr0.6Ba1.2Sr0.8Cu3O7,15.5
1290,Y0.4Pr0.6Ba1.5Ca0.5Cu3O7,26.7
1291,Y0.4Pr0.6Ba1.6Ca0.4Cu3O7,30.3
1292,Y0.4Pr0.6Ba1.7Ca0.3Cu3O7,29.0
1293,Y0.4Pr0.6Ba1.8Ca0.2Cu3O7,23.9
1294,Y0.4Pr0.6Ba1Sr1Cu3O6.92,18.0
1295,Y0.4Pr0.6Ba1Sr1Cu3O7,22.2
1296,Y0.4Pr0.6Ba2Cu3O6.95,9.0
1297,Y0.4Pr0.6Sr2Cu2.7Mo0.3O7,17.3
1298,Y0.4Pr0.6Sr2Cu2.85Re0.15O6.8,20.2
1299,Y0.4Yb0.6Ba2Cu3O6.93,91.1
1300,Y0.52Eu0.58Ba1.9Cu2.69Al0.42O7,42.4
1301,Y0.54Pr0.46Ba2Cu3O7,38.0
1302,Y0.55Pr0.45Ba2Cu3O6.65,30.7
1303,Y0.55Pr0.45Ba2Cu3O6.8,23.5
1304,Y0.55Pr0.45Ba2Cu3O6.98,33.6
1305,Y0.55Pr0.45Ba2Cu3O7,36.5
1306,Y0.55Pr0.45Ba2Cu3O7.01,29.2
1307,Y0.5625La0.3375Pr0.1Ba2Cu3O7,51.85
1308,Y0.56Pr0.44Ba2Cu3O7,36.0
1309,Y0.57Pr0.43Ba2Cu3O7,22.0
1310,Y0.58Pr0.42Ba2Cu3O7,40.0
1311,Y0.5Ca0.5Ba1.1La0.9Cu3O7.15,70.0
1312,Y0.5Ca0.5Ba1.2La0.8Cu3O7.12,82.0
1313,Y0.5Ca0.5Ba1.5La0.5Cu3O6.94,82.0
1314,Y0.5Ca0.5Ba1.5La0.5Cu3O6.96,82.5
1315,Y0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7,79.0
1316,Y0.5Cd0.5Ba2Cu3O7,93.2
1317,Y0.5La0.3Pr0.2Ba2Cu3O7,32.9
1318,Y0.5La0.5Ba2Cu3O7.01,86.0
1319,Y0.5Pr0.2Ca0.3Ba2Cu3O7,74.0
1320,Y0.5Pr0.2Cd0.1Ca0.2Ba2Cu3O7,68.0
1321,Y0.5Pr0.2Cd0.2Ca0.1Ba2Cu3O7,54.0
1322,Y0.5Pr0.2Cd0.3Ba2Cu3O7,42.0
1323,Y0.5Pr0.5Ba1Sr1Cu3O6.9,36.0
1324,Y0.5Pr0.5Ba1Sr1Cu3O7,32.1
1325,Y0.5Pr0.5Ba2Cu3O6.53,5.2
1326,Y0.5Pr0.5Ba2Cu3O6.61,4.6
1327,Y0.5Pr0.5Ba2Cu3O6.65,18.7
1328,Y0.5Pr0.5Ba2Cu3O6.66,3.5
1329,Y0.5Pr0.5Ba2Cu3O6.68,27.1
1330,Y0.5Pr0.5Ba2Cu3O6.71,4.0
1331,Y0.5Pr0.5Ba2Cu3O6.76,4.0
1332,Y0.5Pr0.5Ba2Cu3O6.85,4.0
1333,Y0.5Pr0.5Ba2Cu3O6.95,20.45
